"sample","dose","age_group","compartment","value"
"1","b","1","C",0.0000000000202151533564347
"1","b","1","D",0.0000000180450345980074
"1","b","10","C",671.322207717985
"1","b","10","D",103.40822133243
"1","b","2","C",0.000158690353049968
"1","b","2","D",0.00000393738681434706
"1","b","3","C",0.0977505192747886
"1","b","3","D",0.00301192414466862
"1","b","4","C",25.4536420770139
"1","b","4","D",0.901448282329446
"1","b","5","C",97.490519783158
"1","b","5","D",4.03929895477601
"1","b","6","C",166.483317116161
"1","b","6","D",9.08616488821899
"1","b","7","C",468.301452860733
"1","b","7","D",34.4560730636153
"1","b","8","C",1200.69068305128
"1","b","8","D",123.805795402189
"1","b","9","C",1164.91364672221
"1","b","9","D",150.93603218612
"1","u","1","C",133.056960083356
"1","u","1","D",8.85965505371664
"1","u","10","C",51.6897880426424
"1","u","10","D",26.9707656289567
"1","u","2","C",9.46081365403152
"1","u","2","D",0.890904742139415
"1","u","3","C",39.0502390894418
"1","u","3","D",4.0831257044203
"1","u","4","C",229.494762748499
"1","u","4","D",27.1126141336113
"1","u","5","C",472.823692190386
"1","u","5","D",67.0410376418176
"1","u","6","C",376.754034978775
"1","u","6","D",71.1990485513234
"1","u","7","C",412.981023704
"1","u","7","D",106.061875226475
"1","u","8","C",72.9478134873926
"1","u","8","D",26.346936053517
"1","u","9","C",71.6332694094544
"1","u","9","D",32.3662793938047
"1","v","1","C",0.0104340418401185
"1","v","1","D",0.000691090376628649
"1","v","10","C",141.1779055863
"1","v","10","D",73.4370137959544
"1","v","2","C",76.6721182634179
"1","v","2","D",6.20383184638185
"1","v","3","C",28.5338284423572
"1","v","3","D",2.97550819727377
"1","v","4","C",140.914288193605
"1","v","4","D",16.5681678795689
"1","v","5","C",198.344618240638
"1","v","5","D",27.9631668731581
"1","v","6","C",158.765623552058
"1","v","6","D",29.7991538087749
"1","v","7","C",199.648098351014
"1","v","7","D",50.8445519946344
"1","v","8","C",164.992904845693
"1","v","8","D",59.1880110092604
"1","v","9","C",114.219801923067
"1","v","9","D",51.4433412436728
"1","w","1","C",0.00491619659578213
"1","w","1","D",0.000212826320385305
"1","w","10","C",565.538356943859
"1","w","10","D",292.577693170792
"1","w","2","C",11.6493807214849
"1","w","2","D",0.386805087564389
"1","w","3","C",41.1003028856409
"1","w","3","D",2.58095054485079
"1","w","4","C",392.700209865871
"1","w","4","D",36.0599527340942
"1","w","5","C",671.024054337426
"1","w","5","D",78.0470549908033
"1","w","6","C",609.365288182577
"1","w","6","D",95.4169727888495
"1","w","7","C",844.567624853718
"1","w","7","D",187.327670342596
"1","w","8","C",806.959391749249
"1","w","8","D",282.354903272985
"1","w","9","C",721.18704009448
"1","w","9","D",322.579201488211
"2","b","1","C",0.0000000000235937209664646
"2","b","1","D",0.0000000112150134180871
"2","b","10","C",719.036245294294
"2","b","10","D",69.4790088042251
"2","b","2","C",0.000173648748231322
"2","b","2","D",0.00000268051671308114
"2","b","3","C",0.107503083355373
"2","b","3","D",0.00207477220944429
"2","b","4","C",27.5753049781041
"2","b","4","D",0.610689078960623
"2","b","5","C",105.369734261051
"2","b","5","D",2.73518887561584
"2","b","6","C",180.218165107786
"2","b","6","D",6.16321539636387
"2","b","7","C",507.359961866259
"2","b","7","D",23.3851850057628
"2","b","8","C",1303.26403733134
"2","b","8","D",84.1442335741009
"2","b","9","C",1260.05569512009
"2","b","9","D",102.270349827107
"2","u","1","C",135.085319218501
"2","u","1","D",8.9625045156293
"2","u","10","C",51.9586273091269
"2","u","10","D",27.0340611873054
"2","u","2","C",9.37806991031148
"2","u","2","D",0.882656772587981
"2","u","3","C",39.9204714616064
"2","u","3","D",4.15549962947267
"2","u","4","C",231.973039503152
"2","u","4","D",27.3259228640792
"2","u","5","C",477.230829830094
"2","u","5","D",67.4638706830443
"2","u","6","C",380.615753134083
"2","u","6","D",71.6885533212106
"2","u","7","C",417.418638390393
"2","u","7","D",106.800669245193
"2","u","8","C",73.8143955192461
"2","u","8","D",26.5495440433586
"2","u","9","C",72.3168130034128
"2","u","9","D",32.5562630100921
"2","v","1","C",0.0105721667874858
"2","v","1","D",0.000697944206148374
"2","v","10","C",141.902970625148
"2","v","10","D",73.6033462334361
"2","v","2","C",77.2997934698511
"2","v","2","D",6.2516040505938
"2","v","3","C",29.0701768396245
"2","v","3","D",3.01945467012869
"2","v","4","C",142.331148660823
"2","v","4","D",16.6880832069282
