"sample","dose","age_group","compartment","value"
"1","b","1","C",1.30798746167631e-15
"1","b","1","D",0.00000000000484207353307637
"1","b","10","C",141.847717410302
"1","b","10","D",20.243858792049
"1","b","2","C",0.000174250036357713
"1","b","2","D",0.00000382042335549237
"1","b","3","C",0.0725778665589041
"1","b","3","D",0.00206097360800106
"1","b","4","C",5.37174081431398
"1","b","4","D",0.227691011657602
"1","b","5","C",19.4137547131733
"1","b","5","D",0.816453240457471
"1","b","6","C",28.3145088218544
"1","b","6","D",1.47082356119411
"1","b","7","C",96.3675182632017
"1","b","7","D",6.52879042336965
"1","b","8","C",249.661207122175
"1","b","8","D",23.4153085132686
"1","b","9","C",284.781940845319
"1","b","9","D",33.8704508307328
"1","u","1","C",63.1569014147126
"1","u","1","D",3.81589255666316
"1","u","10","C",11.8963228581052
"1","u","10","D",5.64972571297271
"1","u","2","C",5.4557689144147
"1","u","2","D",0.594576946072539
"1","u","3","C",22.991732691918
"1","u","3","D",2.22867084697193
"1","u","4","C",93.9264982409458
"1","u","4","D",10.2393360756597
"1","u","5","C",68.4141260774726
"1","u","5","D",8.91365855130256
"1","u","6","C",59.600905981271
"1","u","6","D",10.2473925537454
"1","u","7","C",22.1394038275287
"1","u","7","D",5.12838505119302
"1","u","8","C",29.5559110563212
"1","u","8","D",9.46872398236071
"1","u","9","C",23.3895435592422
"1","u","9","D",9.38804892661416
"1","v","1","C",0.00167768552857809
"1","v","1","D",0.000100903348168857
"1","v","10","C",65.2848956786219
"1","v","10","D",30.9793199980095
"1","v","2","C",29.7153780414221
"1","v","2","D",2.35745804066584
"1","v","3","C",16.9197554029071
"1","v","3","D",1.62049082057989
"1","v","4","C",62.9292442196834
"1","v","4","D",6.83566096366692
"1","v","5","C",87.0008029532732
"1","v","5","D",11.2880635542648
"1","v","6","C",75.8604604058801
"1","v","6","D",12.9706563423135
"1","v","7","C",93.08650748462
"1","v","7","D",21.4113690293669
"1","v","8","C",95.6013803957282
"1","v","8","D",30.4427369307491
"1","v","9","C",79.4641738792317
"1","v","9","D",31.8619930645213
"1","w","1","C",0.000401294512204956
"1","w","1","D",0.0000144332789375485
"1","w","10","C",229.954370019333
"1","w","10","D",108.994732676022
"1","w","2","C",12.0544580888543
"1","w","2","D",0.352644899537885
"1","w","3","C",21.0035043386961
"1","w","3","D",1.2105755499193
"1","w","4","C",151.44313295338
"1","w","4","D",13.6323569153371
"1","w","5","C",289.764544691658
"1","w","5","D",30.4658648554095
"1","w","6","C",252.690083365153
"1","w","6","D",36.5811210059002
"1","w","7","C",369.964130573555
"1","w","7","D",73.1597694242084
"1","w","8","C",390.758072823239
"1","w","8","D",123.31603361671
"1","w","9","C",437.771705999796
"1","w","9","D",175.191398270687
"2","b","1","C",1.58175533480488e-15
"2","b","1","D",0.00000000000309847561464798
"2","b","10","C",149.764163921577
"2","b","10","D",13.4306813898477
"2","b","2","C",0.000185663288982537
"2","b","2","D",0.00000254728732777825
"2","b","3","C",0.0775677481090601
"2","b","3","D",0.00138024949508018
"2","b","4","C",5.69816644126984
"2","b","4","D",0.14921677545626
"2","b","5","C",20.5578749906443
"2","b","5","D",0.539781268912667
"2","b","6","C",29.9970489008191
"2","b","6","D",0.976496528109341
"2","b","7","C",102.133243119621
"2","b","7","D",4.34334165725781
"2","b","8","C",264.549136731805
"2","b","8","D",15.574256353266
"2","b","9","C",301.565747413463
"2","b","9","D",22.5129922328353
"2","u","1","C",63.0929472482069
"2","u","1","D",3.80461098618194
"2","u","10","C",11.8393209343634
"2","u","10","D",5.61339549454047
"2","u","2","C",5.40384825847862
"2","u","2","D",0.588775103458937
"2","u","3","C",23.0624536592731
"2","u","3","D",2.23014240365562
"2","u","4","C",93.7705184897768
"2","u","4","D",10.2033628176109
"2","u","5","C",68.201758582149
"2","u","5","D",8.86964431153646
"2","u","6","C",59.4332805683784
"2","u","6","D",10.1984377613467
"2","u","7","C",22.0807468720792
"2","u","7","D",5.10378404885938
"2","u","8","C",29.4736826352095
"2","u","8","D",9.42155450516354
"2","u","9","C",23.3157720441747
"2","u","9","D",9.33912155781224
"2","v","1","C",0.0016753007256768
"2","v","1","D",0.000100570056335308
"2","v","10","C",64.9691057224772
"2","v","10","D",30.7788834655163
"2","v","2","C",29.6275206708944
"2","v","2","D",2.3495760310529
"2","v","3","C",16.9524527817658
"2","v","3","D",1.62002752412113
"2","v","4","C",62.8068683085124
"2","v","4","D",6.81000250185389
"2","v","5","C",86.7008133197457
"2","v","5","D",11.2290486185346
"2","v","6","C",75.614087572438
"2","v","6","D",12.9039834227441
"2","v","7","C",92.790418255908
"2","v","7","D",21.2993194233222
"2","v","8","C",95.2948903904801
"2","v","8","D",30.2805761418684
"2","v","9","C",79.2081375466007
"2","v","9","D",31.694156290316
"2","w","1","C",0.000411732077052304
"2","w","1","D",0.0000195711426072594
"2","w","10","C",228.872068479966
"2","w","10","D",108.375300619846
"2","w","2","C",12.506747480993
"2","w","2","D",0.483565226239741
"2","w","3","C",21.6249308613608
"2","w","3","D",1.64324591741628
"2","w","4","C",152.96602826747
"2","w","4","D",15.1072688286472
"2","w","5","C",292.597313176531
"2","w","5","D",34.1577611292502
"2","w","6","C",254.540838017919
"2","w","6","D",39.9496550338447
"2","w","7","C",372.312286218005
"2","w","7","D",79.1326392993151
"2","w","8","C",389.709230630959
"2","w","8","D",123.201897750353
"2","w","9","C",436.457955556808
"2","w","9","D",174.505439982949
"3","b","1","C",1.58002928392278e-15
"3","b","1","D",0.00000000000617633997956266
"3","b","10","C",144.492986367271
"3","b","10","D",25.2585099145945
"3","b","2","C",0.000179372382970667
"3","b","2","D",0.00000480490433130431
"3","b","3","C",0.074953181243762
"3","b","3","D",0.0026010905886199
"3","b","4","C",5.50231146229099
"3","b","4","D",0.283747897532295
"3","b","5","C",19.84786943582
"3","b","5","D",1.01953348424598
"3","b","6","C",28.9610077865883
