"sample","dose","age_group","compartment","value"
"1","b","1","C",3.50108809622646e-16
"1","b","1","D",0.00000000000034814753710772
"1","b","10","C",630.120820799355
"1","b","10","D",94.4895038789715
"1","b","2","C",0.000462896946462777
"1","b","2","D",0.0000105841269745573
"1","b","3","C",0.177663083174095
"1","b","3","D",0.00538457427578488
"1","b","4","C",22.5118290693157
"1","b","4","D",0.789977691980255
"1","b","5","C",81.69401083496
"1","b","5","D",3.32331428737925
"1","b","6","C",118.646563031023
"1","b","6","D",6.33781118314785
"1","b","7","C",384.83476049238
"1","b","7","D",27.6817334713532
"1","b","8","C",1134.99363836133
"1","b","8","D",113.788064991066
"1","b","9","C",1135.20527077239
"1","b","9","D",143.082693524203
"1","u","1","C",152.547069677586
"1","u","1","D",10.0102144756642
"1","u","10","C",55.2490061854381
"1","u","10","D",28.0032869706547
"1","u","2","C",220.293143732093
"1","u","2","D",17.1908437042872
"1","u","3","C",42.2672383035736
"1","u","3","D",4.38234841686025
"1","u","4","C",184.489645656377
"1","u","4","D",21.4037046470821
"1","u","5","C",241.09708818902
"1","u","5","D",33.6509991576225
"1","u","6","C",307.290901312059
"1","u","6","D",56.9194184166722
"1","u","7","C",237.964522970074
"1","u","7","D",59.9326143102194
"1","u","8","C",81.6786104566814
"1","u","8","D",28.7323415385518
"1","u","9","C",73.8157783017716
"1","u","9","D",32.423798168103
"1","v","1","C",0.00283662191323867
"1","v","1","D",0.000184471502300217
"1","v","10","C",265.373377242872
"1","v","10","D",134.209912452666
"1","v","2","C",2.45292804548852
"1","v","2","D",0.190801367174063
"1","v","3","C",43.1733792867891
"1","v","3","D",4.45685847066196
"1","v","4","C",197.735635606815
"1","v","4","D",22.8126367342275
"1","v","5","C",293.912405639889
"1","v","5","D",40.7342388971868
"1","v","6","C",257.265048285399
"1","v","6","D",47.2552463296617
"1","v","7","C",338.138286912388
"1","v","7","D",84.3382808456391
"1","v","8","C",325.690408903346
"1","v","8","D",113.917373779461
"1","v","9","C",263.301106429444
"1","v","9","D",115.429731082842
"1","w","1","C",0.000998216914534382
"1","w","1","D",0.0000416367005500919
"1","w","10","C",866.720473421266
"1","w","10","D",436.539514411335
"1","w","2","C",0.0185066666343129
"1","w","2","D",0.000897119866886756
"1","w","3","C",39.1141046648712
"1","w","3","D",2.43220217565337
"1","w","4","C",450.005409953349
"1","w","4","D",41.7205571326665
"1","w","5","C",748.778350735769
"1","w","5","D",85.7518116751203
"1","w","6","C",723.786847321259
"1","w","6","D",110.118347433333
"1","w","7","C",1088.20042132734
"1","w","7","D",232.37001487021
"1","w","8","C",1368.29562513313
"1","w","8","D",473.014748778145
"1","w","9","C",1143.8572295976
"1","w","9","D",498.982745437383
"2","b","1","C",3.56437810711921e-16
"2","b","1","D",0.000000000000177810257926768
"2","b","10","C",674.489906757855
"2","b","10","D",63.4608060086255
"2","b","2","C",0.000506248307578224
"2","b","2","D",0.00000724918255936803
"2","b","3","C",0.194999393025432
"2","b","3","D",0.00370227577378241
"2","b","4","C",24.356419800874
"2","b","4","D",0.534057458818522
"2","b","5","C",88.2563331509175
"2","b","5","D",2.24941371941893
"2","b","6","C",128.257557883363
"2","b","6","D",4.29323850970626
"2","b","7","C",416.547076425069
"2","b","7","D",18.7708341199566
"2","b","8","C",1228.6672954717
"2","b","8","D",77.143955143262
"2","b","9","C",1225.16287492595
"2","b","9","D",96.7577998515977
"2","u","1","C",154.55350298822
"2","u","1","D",10.1079000134573
"2","u","10","C",55.5409754090328
"2","u","10","D",28.0751648758297
"2","u","2","C",224.075327707216
"2","u","2","D",17.4197284733257
"2","u","3","C",43.1202205069913
"2","u","3","D",4.45148408749921
"2","u","4","C",186.312189032085
"2","u","4","D",21.5553915341636
"2","u","5","C",243.247342704523
"2","u","5","D",33.8535719900309
"2","u","6","C",310.138477381984
"2","u","6","D",57.2672032627714
"2","u","7","C",240.342074846947
"2","u","7","D",60.3160499249112
"2","u","8","C",82.4940842471159
"2","u","8","D",28.9110177754604
