"sample","dose","age_group","compartment","value"
"1","b","1","C",2.73217382140121e-16
"1","b","1","D",0.000000000000141785996597033
"1","b","10","C",723.325280144081
"1","b","10","D",123.727039693711
"1","b","2","C",0.00020372882142964
"1","b","2","D",0.00000522094127400047
"1","b","3","C",0.151995474391187
"1","b","3","D",0.00494647450083942
"1","b","4","C",21.8910675046897
"1","b","4","D",0.861202799717505
"1","b","5","C",98.5002270045125
"1","b","5","D",4.50616215395095
"1","b","6","C",167.638088738158
"1","b","6","D",10.1087970236281
"1","b","7","C",526.402665244025
"1","b","7","D",43.1453447865305
"1","b","8","C",1000.03886880431
"1","b","8","D",115.521747443454
"1","b","9","C",1095.03789430398
"1","b","9","D",159.788160640818
"1","u","1","C",133.695758429856
"1","u","1","D",9.2961518388279
"1","u","10","C",48.6698407111186
"1","u","10","D",28.1466300193648
"1","u","2","C",112.775763829698
"1","u","2","D",9.39655725759645
"1","u","3","C",30.7006771101247
"1","u","3","D",3.33322306141516
"1","u","4","C",169.333637522788
"1","u","4","D",21.297180701943
"1","u","5","C",685.259147352975
"1","u","5","D",104.151687481201
"1","u","6","C",530.547630158696
"1","u","6","D",107.654244221073
"1","u","7","C",249.195973943842
"1","u","7","D",69.1333296417248
"1","u","8","C",191.383448599696
"1","u","8","D",74.6143800139666
"1","u","9","C",56.3336739353611
"1","u","9","D",27.7507659590944
"1","v","1","C",0.00320643647286783
"1","v","1","D",0.000222958785866236
"1","v","10","C",246.166281346738
"1","v","10","D",141.90704937969
"1","v","2","C",37.9375010389031
"1","v","2","D",3.0614952266927
"1","v","3","C",31.7574230435053
"1","v","3","D",3.449705559587
"1","v","4","C",212.076522091432
"1","v","4","D",26.6152172834838
"1","v","5","C",279.273183980713
"1","v","5","D",42.3352118407521
"1","v","6","C",239.382600604332
"1","v","6","D",48.427731620838
"1","v","7","C",271.698450712192
"1","v","7","D",75.2087846810539
"1","v","8","C",218.807812528343
"1","v","8","D",85.2109826892581
"1","v","9","C",162.171126251055
"1","v","9","D",79.827244327836
"1","w","1","C",0.000554204449417993
"1","w","1","D",0.0000232012261173002
"1","w","10","C",704.428879199533
"1","w","10","D",404.286387049674
"1","w","2","C",0.845418145299364
"1","w","2","D",0.0257335846701324
"1","w","3","C",38.387855040276
"1","w","3","D",2.51256506876913
"1","w","4","C",391.000674727423
"1","w","4","D",36.0197185095345
"1","w","5","C",731.441240805879
"1","w","5","D",86.0670954645716
"1","w","6","C",757.773027317226
"1","w","6","D",124.349247596705
"1","w","7","C",1000.53394147666
"1","w","7","D",234.962743535181
"1","w","8","C",996.078611358083
"1","w","8","D",379.18142983548
"1","w","9","C",853.893974793542
"1","w","9","D",417.581415657926
"2","b","1","C",4.44546942630128e-16
"2","b","1","D",0.0000000000000727107340277475
"2","b","10","C",786.52627597704
"2","b","10","D",84.3805415468239
"2","b","2","C",0.000226631673608436
"2","b","2","D",0.00000362686770570142
"2","b","3","C",0.169601899665467
"2","b","3","D",0.0034624959703111
"2","b","4","C",24.0536957682576
"2","b","4","D",0.590565681777812
"2","b","5","C",107.947215076404
"2","b","5","D",3.09283773385396
"2","b","6","C",183.798725842821
"2","b","6","D",6.94639531320798
"2","b","7","C",579.183812809534
"2","b","7","D",29.762429855957
"2","b","8","C",1103.29226404958
"2","b","8","D",79.8789886461677
"2","b","9","C",1206.54916034361
"2","b","9","D",110.348690165123
"2","u","1","C",137.457288796607
"2","u","1","D",9.52291017438326
"2","u","10","C",49.2888122320784
"2","u","10","D",28.4300923503142
"2","u","2","C",115.361096320531
"2","u","2","D",9.57868050758606
"2","u","3","C",31.8556445219836
