"dose","age_group","compartment","mean","q025","q975"
"b","1","C",3.33673028812182e-16,2.14572299098431e-16,4.34441135477362e-16
"b","1","D",0.000000000000349271256748234,0.000000000000126566689726047,0.000000000000701510532665051
"b","10","C",610.489737288636,510.996042892061,716.688212718511
"b","10","D",100.567355781336,41.4169168826772,185.179930738073
"b","2","C",0.0004589461132887,0.000380902215362556,0.000545987732552863
"b","2","D",0.0000114936469087979,0.00000469020102609039,0.0000212903415560842
"b","3","C",0.177724729430904,0.146836377631529,0.211888948819855
"b","3","D",0.00590228837768691,0.00240746038834896,0.0109371796373289
"b","4","C",22.2416981335672,18.5110863570328,26.2271516951973
"b","4","D",0.858365490772158,0.351917665322436,1.57778835697687
"b","5","C",80.4734620281482,67.0171111318981,94.7924488398333
"b","5","D",3.59505243893504,1.47189360462015,6.6365373327206
"b","6","C",116.992619639073,97.3939059981403,137.871026787348
"b","6","D",6.85921595556508,2.80957764366074,12.6539586473128
"b","7","C",380.319686491794,316.663384142075,448.349578636784
"b","7","D",30.0066249152594,12.2877489414305,55.3655165488901
"b","8","C",1119.97118262735,932.362035184929,1320.51948496825
"b","8","D",123.072817535381,50.4031309862584,227.074008500763
"b","9","C",1112.87737151661,928.447944403263,1311.19506749048
"b","9","D",153.777838656512,63.0840526209926,283.885646012307
"u","1","C",152.469397196665,151.206231657096,155.082703012541
"u","1","D",9.97825636420322,9.9093507377705,10.098357910755
"u","10","C",54.6246163548805,54.2681914265097,55.0448363935952
"u","10","D",27.5921236835732,27.3738291172715,27.798795094634
"u","2","C",119.563150795539,118.316170850542,122.002993304771
"u","2","D",9.45701528592804,9.37183001915904,9.60776359087736
"u","3","C",42.3083443414401,41.7736304690749,43.4961063499962
"u","3","D",4.37335617666105,4.32935974362951,4.46562489004332
"u","4","C",184.135925797405,183.004798773074,186.099450843916
"u","4","D",21.3143826035946,21.1898902108352,21.4870667721547
"u","5","C",240.240546580307,238.755041216127,242.657518246694
"u","5","D",33.4410329042325,33.2354945403571,33.6903712830375
"u","6","C",306.329206953787,304.36177638915,309.587204449079
"u","6","D",56.579654443252,56.2304906168045,57.0100076585938
"u","7","C",237.416299633975,235.75074055836,240.188036558817
"u","7","D",59.6134609829031,59.2339010881763,60.0892727376749
"u","8","C",81.423019567689,80.8501457684493,82.3773460748554
"u","8","D",28.5404310355299,28.3575896639123,28.7627591123837
"u","9","C",73.3704465601009,72.9140501155186,74.0777058476705
"u","9","D",32.1017506346589,31.8978318128362,32.3327665271029
"v","1","C",0.00283068618511179,0.00281086619401726,0.00286713171149725
"v","1","D",0.000183582595597748,0.00018247504180047,0.000185261709542859
"v","10","C",262.317894105283,260.581104795613,264.377162614938
"v","10","D",132.211144523157,131.16084167891,133.209817679936
"v","2","C",45.1133198252251,44.7625388561338,45.8396437925707
"v","2","D",3.50634237464714,3.48409938205236,3.54955332935491
"v","3","C",43.1448299668569,42.6987446550209,44.1384234509141
"v","3","D",4.43954486347655,4.40281348622889,4.51478364617611
"v","4","C",197.229384949705,196.084913934854,199.169933447412
"v","4","D",22.7030660989177,22.5674137739447,22.8731559676633
"v","5","C",292.610084471877,290.878438380546,295.186038693265
"v","5","D",40.4447751767782,40.1966016323708,40.7245940941583
"v","6","C",256.209518373724,254.675048578925,258.593065422506
"v","6","D",46.9280052964909,46.6391287271425,47.2607046305209
"v","7","C",336.997759777243,334.862983230865,340.421993181131
"v","7","D",83.8010507605239,83.271724682986,84.4157142159482
"v","8","C",324.462664763005,322.284422677592,328.008956469094
"v","8","D",113.084442550482,112.368330449125,113.950731331806
"v","9","C",261.653289522715,260.033535455873,264.117212037223
"v","9","D",114.257637216197,113.531972058019,115.086801999323
"w","1","C",0.00102081268989631,0.000974920044577716,0.00106982949350123
"w","1","D",0.0000491253009020437,0.0000309582908962666,0.0000689144906010096
"w","10","C",857.073649430831,851.322494430498,863.7592632306
"w","10","D",430.721620408074,426.858001097983,434.285499060244
"w","2","C",3.42118599975222,3.17603691729619,3.72321506345396
"w","2","D",0.127584090663358,0.072890958243192,0.188149404759213
"w","3","C",40.1645990199585,38.1330591200925,42.3827062554677
"w","3","D",2.95552026643558,1.70112795557182,4.33686807679806
"w","4","C",454.999197641364,443.392375372963,467.24474835725
"w","4","D",44.8918730840138,36.999620628805,53.5855079842929
"w","5","C",754.283849548342,737.378882038664,771.918268057306
"w","5","D",91.0274841582601,77.2647183905383,106.206566117339
"w","6","C",729.124256954014,713.091525281441,746.033426478071
"w","6","D",116.748646328382,99.4355375676187,135.864495871796
"w","7","C",1094.84484882149,1073.94390900201,1116.77738704746
"w","7","D",243.435003323333,214.103184175265,276.182114595456
"w","8","C",1364.49039820698,1355.51704543575,1379.50385734922
"w","8","D",471.587819627797,466.055789491076,478.325850145986
"w","9","C",1137.27917304253,1130.43607892697,1148.02861053194
"w","9","D",494.905811644111,490.97793902696,499.072073830425
