"sample","dose","age_group","compartment","value"
"1","b","1","C",0.000713321739573144
"1","b","1","D",0.0000148330835986917
"1","b","10","C",2698.94856033324
"1","b","10","D",452.599935578408
"1","b","2","C",0.00134103149841474
"1","b","2","D",0.0000346860794897082
"1","b","3","C",0.720975632930288
"1","b","3","D",0.0233694902356554
"1","b","4","C",105.349842226078
"1","b","4","D",4.11228339145644
"1","b","5","C",383.24255697763
"1","b","5","D",17.2673652066429
"1","b","6","C",612.340439616814
"1","b","6","D",36.2570929478439
"1","b","7","C",2132.91957139724
"1","b","7","D",170.924879268128
"1","b","8","C",4684.84877651765
"1","b","8","D",526.252442833832
"1","b","9","C",4951.21065266573
"1","b","9","D",702.478620806197
"1","u","1","C",488.744594349404
"1","u","1","D",33.8198560586899
"1","u","10","C",1538.67561710746
"1","u","10","D",869.890512611695
"1","u","2","C",434.300065095251
"1","u","2","D",35.6265322001146
"1","u","3","C",97.2501360611221
"1","u","3","D",10.5008858194589
"1","u","4","C",352.638164524456
"1","u","4","D",44.0393789716301
"1","u","5","C",898.702445209676
"1","u","5","D",135.440351650576
"1","u","6","C",1391.81417584895
"1","u","6","D",279.662409419986
"1","u","7","C",572.807606249418
"1","u","7","D",157.027489368107
"1","u","8","C",317.542215982892
"1","u","8","D",122.174085645846
"1","u","9","C",735.214790442269
"1","u","9","D",356.413348272537
"1","v","1","C",0.0287646568564976
"1","v","1","D",0.00198924812806603
"1","v","10","C",635.073466835978
"1","v","10","D",358.238442893099
"1","v","2","C",125.256710364332
"1","v","2","D",9.94941523744643
"1","v","3","C",108.925098736836
"1","v","3","D",11.7699955649524
"1","v","4","C",513.429920912768
"1","v","4","D",63.939918473362
"1","v","5","C",645.563994548024
"1","v","5","D",96.9939089856022
"1","v","6","C",482.583599545338
"1","v","6","D",96.5983715042504
"1","v","7","C",649.7284192663
"1","v","7","D",177.271863790472
"1","v","8","C",687.841495436361
"1","v","8","D",263.383899555738
"1","v","9","C",455.092984717139
"1","v","9","D",220.340722580735
"1","w","1","C",0.00971743117288986
"1","w","1","D",0.000475211901923491
"1","w","10","C",2446.76201953911
"1","w","10","D",1374.8320066755
"1","w","2","C",3.5798961047524
"1","w","2","D",0.109365918954279
"1","w","3","C",136.359638150358
"1","w","3","D",8.8850389633292
"1","w","4","C",1599.0784199327
"1","w","4","D",154.793060670381
"1","w","5","C",2675.21934509128
"1","w","5","D",325.625011295814
"1","w","6","C",2599.73554582313
"1","w","6","D",410.171925832869
"1","w","7","C",3529.84213083575
"1","w","7","D",821.038342649562
"1","w","8","C",3499.01067261461
"1","w","8","D",1319.01244880717
"1","w","9","C",3160.95484188529
"1","w","9","D",1522.17498329618
"2","b","1","C",0.000786019103555147
"2","b","1","D",0.0000102443227134395
"2","b","10","C",2914.66317585392
"2","b","10","D",306.536919044744
"2","b","2","C",0.00148541722316604
"2","b","2","D",0.0000239194116641746
"2","b","3","C",0.802709857164111
"2","b","3","D",0.0163152880186161
"2","b","4","C",115.343105880465
"2","b","4","D",2.80855051044004
"2","b","5","C",419.094667682643
"2","b","5","D",11.8270377705602
"2","b","6","C",669.361631987238
"2","b","6","D",24.843393001812
"2","b","7","C",2331.4720631006
"2","b","7","D",117.120173777614
"2","b","8","C",5120.45190623569
"2","b","8","D",360.426645043071
"2","b","9","C",5402.48587107201
"2","b","9","D",480.319586225287
"2","u","1","C",500.373579286968
"2","u","1","D",34.5014861420729
"2","u","10","C",1554.27260643529
"2","u","10","D",876.18623803713
"2","u","2","C",443.102933824442
"2","u","2","D",36.2214059108262
"2","u","3","C",100.655980548022
"2","u","3","D",10.8149266489675
"2","u","4","C",359.056331465776
"2","u","4","D",44.7021905173889
"2","u","5","C",914.255748955775
"2","u","5","D",137.352681201453
"2","u","6","C",1415.40670561945
"2","u","6","D",283.44830581552
"2","u","7","C",582.486205652907
"2","u","7","D",159.091553106175
"2","u","8","C",322.806970543191
"2","u","8","D",123.720306843195
"2","u","9","C",746.266492162491
"2","u","9","D",360.48509642872
"2","v","1","C",0.0293857171244892
"2","v","1","D",0.00202544839823131
"2","v","10","C",641.520675191637
"2","v","10","D",360.821013825227
"2","v","2","C",129.793481186559
"2","v","2","D",10.2776227822846
"2","v","3","C",112.243041664123
"2","v","3","D",12.0742516766894
"2","v","4","C",521.992065593948
"2","v","4","D",64.8172241055277
"2","v","5","C",655.645122752954
"2","v","5","D",98.2194780675195
"2","v","6","C",489.904490985809
"2","v","6","D",97.7565568915017
"2","v","7","C",659.397374524832
"2","v","7","D",179.295114682604
"2","v","8","C",698.057860858074
"2","v","8","D",266.329216823006
"2","v","9","C",461.785709751927
"2","v","9","D",222.795695597408
"2","w","1","C",0.0101145258102641
"2","w","1","D",0.000592197753928804
"2","w","10","C",2472.67239955781
"2","w","10","D",1388.18882250653
"2","w","2","C",4.1987612755191
"2","w","2","D",0.168068557704812
"2","w","3","C",144.238474412231
"2","w","3","D",12.3775918279576
"2","w","4","C",1650.43270569319
"2","w","4","D",181.29534669321
"2","w","5","C",2751.74411866659
"2","w","5","D",371.524290136796
"2","w","6","C",2676.36900202142
"2","w","6","D",475.163331737524
"2","w","7","C",3616.46740735986
"2","w","7","D",907.106170693576
"2","w","8","C",3554.44397173099
"2","w","8","D",1344.59357865537
"2","w","9","C",3209.77987160874
"2","w","9","D",1544.5245278879
"3","b","1","C",0.00076134005945908
"3","b","1","D",0.0000193187758567874
"3","b","10","C",2806.19492841006
"3","b","10","D",574.551557596135
"3","b","2","C",0.00144076771458085
"3","b","2","D",0.0000452819698822714
"3","b","3","C",0.779645644746036
"3","b","3","D",0.0308450381307116
"3","b","4","C",111.498380365793
"3","b","4","D",5.29784219284121
"3","b","5","C",405.011513381137
"3","b","5","D",22.2614282278382
"3","b","6","C",646.774060220083
"3","b","6","D",46.7318730871075
"3","b","7","C",2252.8016925313
"3","b","7","D",220.259638373294
"3","b","8","C",4947.4747892369
"3","b","8","D",677.802429843657
"3","b","9","C",5217.28682415254
"3","b","9","D",902.845653668711
"3","u","1","C",500.078343245668
"3","u","1","D",34.4806221201026
"3","u","10","C",1550.17246071063
"3","u","10","D",874.036910959744
"3","u","2","C",443.285789384373
"3","u","2","D",36.2442459608427
"3","u","3","C",100.651874394395
"3","u","3","D",10.8158735836319
"3","u","4","C",358.546592341508
"3","u","4","D",44.6428924549748
"3","u","5","C",912.894409155948
"3","u","5","D",137.15367636251
"3","u","6","C",1413.23190010596
"3","u","6","D",283.024819430741
"3","u","7","C",581.601138219813
"3","u","7","D",158.855548598906
"3","u","8","C",322.327435390064
"3","u","8","D",123.53853179141
"3","u","9","C",745.033530573751
"3","u","9","D",359.887752354218
"3","v","1","C",0.0293619948219043
"3","v","1","D",0.00202376043756667
"3","v","10","C",639.832044944604
"3","v","10","D",359.941244441949
"3","v","2","C",129.550997532959
"3","v","2","D",10.2570383092623
"3","v","3","C",112.225873509007
"3","v","3","D",12.0733746678657
"3","v","4","C",521.135506019865
"3","v","4","D",64.7175302740749
"3","v","5","C",654.49062498055
"3","v","5","D",98.0519284263819
"3","v","6","C",489.005015945272
"3","v","6","D",97.583428393548
"3","v","7","C",658.168029210004
"3","v","7","D",178.972757342796
"3","v","8","C",696.799695315142
"3","v","8","D",265.863146743637
"3","v","9","C",460.989669278923
"3","v","9","D",222.413099945673
"3","w","1","C",0.0099309962836391
"3","w","1","D",0.000481758442965276
"3","w","10","C",2465.53679361482
"3","w","10","D",1381.49936273064
"3","w","2","C",4.11599778296321
"3","w","2","D",0.123688102709621
"3","w","3","C",140.869459432442
"3","w","3","D",9.07149384292065
"3","w","4","C",1626.00557860429
"3","w","4","D",156.429682262412
"3","w","5","C",2715.93660058275
"3","w","5","D",328.684781974234
"3","w","6","C",2637.92521913716
"3","w","6","D",413.54891251724
"3","w","7","C",3578.09523697615
"3","w","7","D",827.627979610139
"3","w","8","C",3544.80980627403
"3","w","8","D",1331.24421287329
"3","w","9","C",3203.25840888878
"3","w","9","D",1536.93146950646
"4","b","1","C",0.000662441671364492
"4","b","1","D",0.0000141092387012995
"4","b","10","C",2388.57599315117
"4","b","10","D",410.274194173955
"4","b","2","C",0.00125710028138843
"4","b","2","D",0.0000335355177913217
"4","b","3","C",0.682158456297619
"4","b","3","D",0.0226386298425088
"4","b","4","C",96.4543322876533
"4","b","4","D",3.88396878889188
"4","b","5","C",350.20984257264
"4","b","5","D",16.1801404538761
"4","b","6","C",558.985729281262
"4","b","6","D",33.8786202114329
"4","b","7","C",1947.18014305201
"4","b","7","D",159.541726908978
"4","b","8","C",4273.87436379632
"4","b","8","D",490.723656026422
"4","b","9","C",4495.99060574413
"4","b","9","D",652.212696368154
"4","u","1","C",496.782832835879
"4","u","1","D",34.3107996533394
"4","u","10","C",1545.08162251263
"4","u","10","D",872.653250415782
"4","u","2","C",442.415515689473
"4","u","2","D",36.2450340556462
"4","u","3","C",99.6851797444979
"4","u","3","D",10.7375414761362
"4","u","4","C",356.82037138426
"4","u","4","D",44.5076170554741
"4","u","5","C",908.469240662119
"4","u","5","D",136.719874371093
"4","u","6","C",1406.49960443005
"4","u","6","D",282.189294901822
"4","u","7","C",578.779543072775
"4","u","7","D",158.397834315274
"4","u","8","C",320.780015513423
"4","u","8","D",123.199128750152
"4","u","9","C",741.745156402406
"4","u","9","D",358.98042792163
"4","v","1","C",0.0291889373846583
"4","v","1","D",0.00201506001353715
"4","v","10","C",637.685648989889
"4","v","10","D",359.357492152352
"4","v","2","C",127.568316908075
"4","v","2","D",10.1128134495337
"4","v","3","C",111.292018042469
"4","v","3","D",11.9991199642384
"4","v","4","C",518.906632873337
"4","v","4","D",64.5518938933225
"4","v","5","C",651.684362200931
"4","v","5","D",97.7902259802762
"4","v","6","C",486.962035089883
"4","v","6","D",97.3456206704249
"4","v","7","C",655.402733178792
"4","v","7","D",178.55859089155
"4","v","8","C",693.837653663505
"4","v","8","D",265.260916334789
"4","v","9","C",458.999528983834
"4","v","9","D",221.871901356243
"4","w","1","C",0.00968581795232353
"4","w","1","D",0.000501351460006944
"4","w","10","C",2456.49461169722
"4","w","10","D",1379.87521996639
"4","w","2","C",3.8087620871595
"4","w","2","D",0.126202689162353
"4","w","3","C",136.067453778748
"4","w","3","D",9.6632660095759
"4","w","4","C",1595.36333247634
"4","w","4","D",160.84586189992
"4","w","5","C",2670.68808947099
"4","w","5","D",336.089817467415
"4","w","6","C",2590.69160596086
"4","w","6","D",424.49357704203
"4","w","7","C",3529.27830253822
"4","w","7","D",841.084294090382
"4","w","8","C",3526.31499422977
"4","w","8","D",1330.39315061011
"4","w","9","C",3187.85860336379
"4","w","9","D",1534.03873651577
"5","b","1","C",0.000727015124167934
"5","b","1","D",0.0000148467649194631
"5","b","10","C",2629.11538611772
"5","b","10","D",433.44969658356
"5","b","2","C",0.00137768412379266
"5","b","2","D",0.0000349694639613515
"5","b","3","C",0.746524345540545
"5","b","3","D",0.023778738283512
"5","b","4","C",105.995289742339
"5","b","4","D",4.06504900837594
"5","b","5","C",384.9914118326
"5","b","5","D",17.0356643599495
"5","b","6","C",614.532128243227
"5","b","6","D",35.7242644349222
"5","b","7","C",2140.74433126345
"5","b","7","D",168.345017566658
"5","b","8","C",4698.20525350374
"5","b","8","D",517.742946922725
"5","b","9","C",4942.86839991292
"5","b","9","D",688.180264990819
"5","u","1","C",491.673780573678
"5","u","1","D",33.9900481277167
"5","u","10","C",1537.80232474933
"5","u","10","D",868.608735976619
"5","u","2","C",437.137326325633
"5","u","2","D",35.833393567306
"5","u","3","C",98.2152213379602
"5","u","3","D",10.5926761315491
"5","u","4","C",354.160107798997
"5","u","4","D",44.1952669411951
"5","u","5","C",901.870046604711
"5","u","5","D",135.795820449255
"5","u","6","C",1396.47398169421
"5","u","6","D",280.326589781528
"5","u","7","C",574.633664655622
"5","u","7","D",157.355994461831
"5","u","8","C",318.507424345671
"5","u","8","D",122.40499688042
"5","u","9","C",736.951453182118
"5","u","9","D",356.86728989962
"5","v","1","C",0.0289178524901129
"5","v","1","D",0.00199803379708193
"5","v","10","C",634.635104937773
"5","v","10","D",357.664794561653
"5","v","2","C",126.307095301416
"5","v","2","D",10.023991365853
"5","v","3","C",109.861611737759
"5","v","3","D",11.8586048473397
"5","v","4","C",515.38235056753
"5","v","4","D",64.1360461905371
"5","v","5","C",647.437999704361
"5","v","5","D",97.1917427774821
"5","v","6","C",483.874841451966
"5","v","6","D",96.7668738922842
"5","v","7","C",651.296667783936
"5","v","7","D",177.514090114804
"5","v","8","C",689.45790583403
"5","v","8","D",263.711703188734
"5","v","9","C",456.098363547591
"5","v","9","D",220.589453008168
"5","w","1","C",0.00998398687752217
"5","w","1","D",0.000593239614993526
"5","w","10","C",2446.04735439508
"5","w","10","D",1376.22745988772
"5","w","2","C",3.83024943224414
"5","w","2","D",0.15696570400601
"5","w","3","C",141.680681814046
"5","w","3","D",12.42148014986
"5","w","4","C",1632.38442564845
"5","w","4","D",181.329789234189
"5","w","5","C",2721.50480782445
"5","w","5","D",370.990125601741
"5","w","6","C",2648.16694206505
"5","w","6","D",475.218614813792
"5","w","7","C",3576.91426686208
"5","w","7","D",904.423664113075
"5","w","8","C",3511.02572813756
"5","w","8","D",1332.23260236553
"5","w","9","C",3169.7451893371
"5","w","9","D",1529.37077750626
"6","b","1","C",0.000829598045912049
"6","b","1","D",0.00000726790303763154
"6","b","10","C",3085.41611238104
"6","b","10","D",218.305282839079
"6","b","2","C",0.00156497042467317
"6","b","2","D",0.0000168848594864976
"6","b","3","C",0.844162270207231
"6","b","3","D",0.0115407351018258
"6","b","4","C",121.916218201449
"6","b","4","D",1.98958177290865
"6","b","5","C",443.18671525203
"6","b","5","D",8.40296101211025
"6","b","6","C",707.865945084339
"6","b","6","D",17.6647292182912
"6","b","7","C",2465.67956287827
"6","b","7","D",83.3134351853697
"6","b","8","C",5414.24017117159
"6","b","8","D",256.375403254733
"6","b","9","C",5712.39412578996
"6","b","9","D",341.663069897432
"6","u","1","C",492.081187985348
"6","u","1","D",34.0000213485271
"6","u","10","C",1540.44957065585
