"dose","age_group","compartment","mean","q025","q975"
"b","1","C",0.000731321168515467,0.000603744675301354,0.00087562853365963
"b","1","D",0.000016725168846259,0.00000681649285179255,0.000031029636066581
"b","10","C",4751.06160096383,3952.87823708531,5598.83625155965
"b","10","D",863.05573197172,356.331721131049,1592.27901995873
"b","2","C",0.00427974389343886,0.00352607109597882,0.00513203533250397
"b","2","D",0.00011675977941009,0.0000474757956353996,0.000215021159082548
"b","3","C",1.09742877165555,0.904278021757521,1.31919812197547
"b","3","D",0.0387310050965032,0.0157943828903687,0.0714663853310558
"b","4","C",163.100430949662,135.513229615251,193.993689390846
"b","4","D",6.87555018172068,2.80001153599457,12.6776809965341
"b","5","C",609.411874433994,506.358022162279,723.908328616232
"b","5","D",29.6733944893482,12.1396313188222,54.8072593010398
"b","6","C",867.384804667645,720.719254329086,1030.60054456015
"b","6","D",55.5879751896611,22.7607774303006,102.55068002071
"b","7","C",2890.24548434295,2401.7411342082,3434.92075851191
"b","7","D",250.725917977728,102.667129325069,462.461249970235
"b","8","C",8146.16314568944,6771.38963033855,9674.27274482223
"b","8","D",986.745621554327,404.348549015273,1818.74651262378
"b","9","C",8525.71597510894,7077.57481249772,10109.6546386973
"b","9","D",1303.54451329333,534.893037931834,2401.2261234319
"u","1","C",835.935454940751,822.638885383983,865.452287788262
"u","1","D",57.2879354856477,56.5217278093589,58.9705517116175
"u","10","C",1309.94234557582,1299.92313508349,1326.4786999556
"u","10","D",727.532520431902,722.508953051114,734.425977276721
"u","2","C",1192.15209821539,1169.59976997021,1244.88624104232
"u","2","D",95.3286026636866,93.8076598364598,98.7671719224881
"u","3","C",235.063902377141,229.881442831032,247.345632726593
"u","3","D",25.0873692400483,24.6192132436562,26.1701619403822
"u","4","C",1322.84725289907,1308.65633772171,1354.12364632957
"u","4","D",163.153131926589,161.719615471904,166.309559838194
"u","5","C",2660.07156294643,2633.29817319228,2719.45698055293
"u","5","D",395.674036025115,392.371389320345,402.674208487965
"u","6","C",2708.6734760909,2680.99225625836,2769.90579938513
"u","6","D",536.856190844821,532.351460893409,546.393435236415
"u","7","C",2766.40909240401,2737.49685217262,2830.66066088681
"u","7","D",747.317851011718,740.96748842148,760.79100830044
"u","8","C",590.18419166833,584.292604810095,603.228796115784
"u","8","D",223.271080629238,221.460940031296,226.87607744319
"u","9","C",707.319254386776,700.904141479004,721.323691716843
"u","9","D",337.013454709336,334.46735224197,341.499363312909
"v","1","C",0.0369575362738534,0.0364339885994517,0.0381047836530724
"v","1","D",0.00253173023092762,0.00250186299675969,0.00259769511372301
"v","10","C",1409.70815846786,1398.6939656807,1427.75313858923
"v","10","D",780.847643748841,775.334917657999,788.373549911164
"v","2","C",21.814512245159,21.4151862608309,22.7417022031356
"v","2","D",1.74440407670269,1.71753675940863,1.80466680256335
"v","3","C",190.15846035913,186.539764782689,198.666741721698
"v","3","D",20.3231225541945,19.9999422602545,21.0580229647007
"v","4","C",1141.04785594303,1129.95850178536,1165.62731065519
"v","4","D",140.311036637622,139.190577355079,142.664555514304
"v","5","C",1687.52986744263,1672.47972623556,1719.66712058515
"v","5","D",249.997833366992,248.103380235672,253.498053112489
"v","6","C",1461.84414014831,1448.83988516238,1489.57709951244
"v","6","D",288.285596895133,286.119827616061,292.237813425685
"v","7","C",1868.60300987327,1851.69749194113,1905.22902115232
"v","7","D",501.937922429462,498.125383950342,508.726355706507
"v","8","C",1871.34379912441,1854.52578208211,1907.49345720357
"v","8","D",704.162085453703,698.862616466026,713.378625896755
"v","9","C",1184.60791733308,1174.03611729556,1207.30398336249
"v","9","D",563.726015323326,559.534896268173,570.954846331888
"w","1","C",0.0175420392013883,0.0168137508668491,0.0183660205481387
"w","1","D",0.000954115179727538,0.000689256490752053,0.00124645308358453
"w","10","C",4948.12890935563,4909.67481346033,5011.84134284903
"w","10","D",2737.92909639019,2717.50945141894,2764.68993882828
"w","2","C",0.164839771923099,0.156915420261094,0.173911807246201
"w","2","D",0.0100349415257286,0.00664978170855865,0.0137618628070489
"w","3","C",235.60507340826,222.267829509725,251.036940373672
"w","3","D",18.0343269723979,10.3117254669142,26.4996476013149
"w","4","C",2597.49515704976,2524.45680552196,2680.50747236953
"w","4","D",274.813424944761,227.211090167231,327.2911363056
"w","5","C",4641.59874014306,4511.18246716893,4783.10292752158
"w","5","D",589.681660489537,485.36579689505,704.614218046245
"w","6","C",4362.40507546207,4249.83720840966,4487.40304785352
"w","6","D",748.94745755314,630.683714054006,878.999958889678
"w","7","C",6895.65110638041,6740.89593076012,7073.1907513282
"w","7","D",1649.74056534316,1435.74345555788,1886.82736744809
"w","8","C",7243.83298038683,7176.94228138178,7383.56378922005
"w","8","D",2706.83898449181,2676.8142603939,2748.22270944647
"w","9","C",6751.82361396719,6690.44676026397,6884.73851575296
"w","9","D",3207.49087128818,3182.12251324843,3252.48750564835
