"sample","dose","age_group","compartment","value"
"1","b","1","C",1.42462403681741e-16
"1","b","1","D",0.0000000000000876782167727894
"1","b","10","C",561.7432617454
"1","b","10","D",91.585282243733
"1","b","2","C",0.000538281223643142
"1","b","2","D",0.0000127307205906364
"1","b","3","C",0.129902740578285
"1","b","3","D",0.00410330797695967
"1","b","4","C",20.5212361918845
"1","b","4","D",0.752449168682745
"1","b","5","C",85.5565421324094
"1","b","5","D",3.72388921631424
"1","b","6","C",151.537452896521
"1","b","6","D",8.72884849619992
"1","b","7","C",408.266824746568
"1","b","7","D",31.9967390564032
"1","b","8","C",1036.69553231198
"1","b","8","D",113.979495642865
"1","b","9","C",982.582041167752
"1","b","9","D",136.179092542146
"1","u","1","C",151.92380121629
"1","u","1","D",10.3334917249558
"1","u","10","C",82.4684800316965
"1","u","10","D",45.8342407110843
"1","u","2","C",11.571826136579
"1","u","2","D",1.05891126091704
"1","u","3","C",57.7534235518647
"1","u","3","D",6.10647215917151
"1","u","4","C",385.534241402532
"1","u","4","D",46.8371411682876
"1","u","5","C",534.940084280049
"1","u","5","D",78.8770129234548
"1","u","6","C",490.133446931781
"1","u","6","D",96.3041975989825
"1","u","7","C",345.82944110413
"1","u","7","D",92.7400633488625
"1","u","8","C",74.3653287761198
"1","u","8","D",27.9999632408457
"1","u","9","C",126.509712074901
"1","u","9","D",60.2217799483623
"1","v","1","C",0.00208497488396185
"1","v","1","D",0.000141607956633487
"1","v","10","C",241.72165299688
"1","v","10","D",133.543463399628
"1","v","2","C",93.2446111401438
"1","v","2","D",7.6040351267953
"1","v","3","C",37.6366446945079
"1","v","3","D",3.98232482476351
"1","v","4","C",200.087351856557
"1","v","4","D",24.2220186718908
"1","v","5","C",287.594560304819
"1","v","5","D",42.2542024527606
"1","v","6","C",231.535421712223
"1","v","6","D",45.3156735081395
"1","v","7","C",293.657053006101
"1","v","7","D",78.469959348688
"1","v","8","C",271.234497912513
"1","v","8","D",101.875043351106
"1","v","9","C",194.470386995069
"1","v","9","D",92.3298083473922
"1","w","1","C",0.000257258010926342
"1","w","1","D",0.0000105009098142636
"1","w","10","C",680.362062457724
"1","w","10","D",373.558955404304
"1","w","2","C",8.7846742372289
"1","w","2","D",0.291648592576848
"1","w","3","C",39.6779029244699
"1","w","3","D",2.53036612033966
"1","w","4","C",363.170047459498
"1","w","4","D",34.7584998191555
"1","w","5","C",629.522811352322
"1","w","5","D",77.2014231258649
"1","w","6","C",664.160616965159
"1","w","6","D",107.138343073831
"1","w","7","C",998.969261168872
"1","w","7","D",223.69600276825
"1","w","8","C",1267.33900528014
"1","w","8","D",467.618915054105
"1","w","9","C",1049.81529042595
"1","w","9","D",494.936431603582
"2","b","1","C",1.40517741235992e-16
"2","b","1","D",0.0000000000000367644032449957
"2","b","10","C",607.780378071182
"2","b","10","D",62.1321608079357
"2","b","2","C",0.000593239973239963
"2","b","2","D",0.00000879746216356984
"2","b","3","C",0.143803910352678
"2","b","3","D",0.00284774929411165
"2","b","4","C",22.4156401852897
"2","b","4","D",0.514233818622994
"2","b","5","C",93.4731143594728
"2","b","5","D",2.54985006295851
"2","b","6","C",165.711775698789
"2","b","6","D",5.98243652747894
"2","b","7","C",447.677108850372
"2","b","7","D",21.9822226676927
"2","b","8","C",1137.97857901552
"2","b","8","D",78.3530837880463
"2","b","9","C",1076.40047176051
"2","b","9","D",93.4382721464075
"2","u","1","C",155.08558281293
"2","u","1","D",10.5100490785861
"2","u","10","C",83.286902601073
"2","u","10","D",46.1590126943751
"2","u","2","C",11.5021240810602
"2","u","2","D",1.05205485535636
"2","u","3","C",59.3681543059381
"2","u","3","D",6.24863774132986
"2","u","4","C",391.627214846081
"2","u","4","D",47.4350492015546
"2","u","5","C",543.517373169588
"2","u","5","D",79.8844261074042
"2","u","6","C",498.33809353129
"2","u","6","D",97.5659141983137
"2","u","7","C",352.389844335712
"2","u","7","D",94.0958601193186
"2","u","8","C",75.8308033926018
"2","u","8","D",28.4185527385492
"2","u","9","C",128.751930756509
"2","u","9","D",61.0257237128395
"2","v","1","C",0.00212363314868091
"2","v","1","D",0.000143748599200523
"2","v","10","C",244.084765104147
"2","v","10","D",134.464772666174
"2","v","2","C",94.4605691459593
"2","v","2","D",7.69892612902553
"2","v","3","C",38.5389071793707
"2","v","3","D",4.06107822858709
"2","v","4","C",202.985301933365
"2","v","4","D",24.5038547254412
"2","v","5","C",291.754371598156
"2","v","5","D",42.7370500037464
"2","v","6","C",235.003997374663
"2","v","6","D",45.842095296483
"2","v","7","C",298.561881885601
"2","v","7","D",79.4688276278881
"2","v","8","C",276.1437084976
"2","v","8","D",103.263068447445
"2","v","9","C",197.704687915066
"2","v","9","D",93.4793844593712
