"dose","age_group","compartment","mean","q025","q975"
"b","1","C",0.00019244112463699,0.000158594057978052,0.000230751313538744
"b","1","D",0.00000441945342238561,0.00000180177244248686,0.00000815815257241952
"b","10","C",3753.8244906242,3124.60057767842,4427.38971905479
"b","10","D",692.036227825066,285.925345414346,1277.43787033149
"b","2","C",0.00265671852522639,0.00218880488228932,0.00319072186997593
"b","2","D",0.0000707252745163615,0.0000288211704844287,0.000130197535234989
"b","3","C",1.34773327745769,1.11026892329006,1.61960986023522
"b","3","D",0.0478584690143639,0.0195193114649662,0.0881077663066863
"b","4","C",149.836349265934,123.96517029508,178.73082709236
"b","4","D",6.27307267798639,2.55810447671414,11.6170154901128
"b","5","C",546.543855020115,453.073759755189,651.279309388202
"b","5","D",26.9499278278297,11.0192653072918,49.8086847578701
"b","6","C",921.182901591059,764.394617684235,1097.24890291761
"b","6","D",59.8774119032209,24.5088191440034,110.51272879418
"b","7","C",2713.30078672038,2250.16009080355,3232.61671707341
"b","7","D",238.907643449582,97.8031154070314,440.803253815826
"b","8","C",7552.52363965583,6272.84498482156,8992.42088909038
"b","8","D",929.428963124358,380.801363452474,1713.45594490268
"b","9","C",6837.34405131627,5674.82305757495,8122.81942427296
"b","9","D",1060.64256984337,435.194314063098,1955.02984936537
"u","1","C",730.933528041662,717.89486387631,760.993691241891
"u","1","D",50.2658546555125,49.5006892637132,51.9586508125627
"u","10","C",4508.52705944493,4472.14439824187,4570.75412874765
"u","10","D",2539.18006491784,2521.05148985117,2566.20457863754
"u","2","C",86.8204517133485,85.2512165725544,88.330967198612
"u","2","D",7.84690798093813,7.7023064999451,7.98762185036245
"u","3","C",142.651228717481,139.112985720803,150.971502346797
"u","3","D",15.2130856415135,14.887751375882,15.9794387566253
"u","4","C",873.046106296871,861.673011232593,897.990882876708
"u","4","D",108.381514637774,107.202231337459,110.996142321995
"u","5","C",2418.72445450921,2389.35779618908,2483.6506121519
"u","5","D",362.57063934648,358.912995255893,370.77916225753
"u","6","C",3084.01885904892,3047.52581271519,3164.6398833231
"u","6","D",616.239185668192,610.276230438698,629.429453499447
"u","7","C",3059.91185337993,3022.93347922906,3141.48068045862
"u","7","D",834.190630470352,826.110667039681,852.042634095875
"u","8","C",1832.12216800055,1811.71729169929,1877.41910870377
"u","8","D",700.074352881876,693.858076610617,713.530971872158
"u","9","C",3160.09829981134,3128.32368985248,3230.60941685064
"u","9","D",1521.60064809792,1509.21654513507,1546.89266478042
"v","1","C",0.0354399649130206,0.0348755461364432,0.0367107494381007
"v","1","D",0.00243812384027362,0.00240511659152286,0.00251045408761562
"v","10","C",1898.15690481104,1882.59991862309,1924.76429921885
"v","10","D",1067.10385229986,1059.36835870908,1078.69684164769
"v","2","C",427.204475167512,421.136892981894,440.293042175633
"v","2","D",34.5647030841375,34.0969405406217,35.5682002232864
"v","3","C",176.410013302207,172.56117148809,185.53565980768
"v","3","D",18.8562239270985,18.5049875424448,19.6759008349561
"v","4","C",1095.22270766423,1082.47144568053,1123.35169086423
"v","4","D",135.676967895428,134.36305315585,138.620613494339
"v","5","C",1617.46838950301,1600.05553658444,1656.01875544826
"v","5","D",241.84486295488,239.685455126806,246.607050590199
"v","6","C",1420.44255423818,1405.7324522987,1453.13401440784
"v","6","D",282.871345747099,280.473229616678,288.104268409599
"v","7","C",1937.08829950523,1916.77359548463,1982.08896335425
"v","7","D",526.00085286596,521.543822610901,535.627280501803
"v","8","C",2190.41600781288,2167.79741004179,2240.61139693691
"v","8","D",834.343904856557,827.409523889874,848.892494539137
"v","9","C",1626.16008411034,1610.23247401982,1661.51501383426
"v","9","D",781.843353211185,775.610495859297,794.179041686644
"w","1","C",0.0063113044418721,0.00600801637223806,0.00666211870894037
"w","1","D",0.000328298389138298,0.000214067738518492,0.000453326776358058
"w","10","C",4964.97354637663,4924.73374939434,5035.62147522231
"w","10","D",2782.54998186165,2759.66283003722,2814.84555733843
"w","2","C",30.4428449355426,27.0511619242606,37.753094039452
"w","2","D",1.16228501144446,0.655199739829982,1.76820833361988
"w","3","C",193.4634449934,182.076188672751,207.271311250716
"w","3","D",14.8194248193347,8.47695619292256,21.80122160086
"w","4","C",1997.2100556648,1935.73142609545,2070.98228118531
"w","4","D",210.842175819938,171.616958440782,254.161626006101
"w","5","C",3653.74807188322,3559.27413888503,3763.38787004724
"w","5","D",479.850922328738,408.46743992904,558.561137583414
"w","6","C",3573.48650688042,3483.15387414813,3678.76566324329
"w","6","D",626.25540070759,534.996217069094,726.986961512559
"w","7","C",5389.54170236999,5273.38574149767,5527.69216836404
"w","7","D",1320.91926123475,1168.39362991245,1489.43032968791
"w","8","C",7024.32521838927,6948.16991321595,7188.43495636813
"w","8","D",2641.40519048744,2595.58550864852,2701.37549624332
"w","9","C",6278.10920386311,6214.4125246805,6418.02940813089
"w","9","D",3004.72020587261,2974.04454514345,3055.30360900209
