"dose","age_group","compartment","mean","q025","q975"
"b","1","C",0.0000800939409014592,0.0000666620460323297,0.0000943943722149531
"b","1","D",0.00000159753011954269,0.000000654976157988538,0.00000294765043783182
"b","10","C",0.0163398901120113,0.013563946329077,0.01924116688058
"b","10","D",0.00263071796802654,0.001081516022343,0.00488018654541397
"b","2","C",0.00720676887400332,0.00599090621131291,0.00850173932439528
"b","2","D",0.00017695484491332,0.0000726447798696228,0.00032564987385726
"b","3","C",0.35421203836402,0.294475258240781,0.417847963777997
"b","3","D",0.0124789256216534,0.00517172414850624,0.022990357948614
"b","4","C",1.65357188208689,1.37306811720158,1.94767832329038
"b","4","D",0.060955948376739,0.0250509711105201,0.112587182234819
"b","5","C",5.1583186333979,4.28323797951322,6.0757340671436
"b","5","D",0.226153816113034,0.0927434327137739,0.418480421849307
"b","6","C",7.16246244529706,5.9605655765857,8.44103443216526
"b","6","D",0.406816351688968,0.166849744323365,0.751019539332097
"b","7","C",33.4969393335927,27.8429263477315,39.5547281505011
"b","7","D",2.60991389263627,1.06812753222438,4.80888624517273
"b","8","C",48.1369499951525,40.0629140516834,56.9356594359476
"b","8","D",5.22282109723344,2.13656330483764,9.63537537293717
"b","9","C",33.9538292349453,28.2443410361155,40.2372951023955
"b","9","D",4.66697920375115,1.90913801973437,8.61998071878241
"u","1","C",31.1538081747092,31.0439554472693,31.3300134875184
"u","1","D",1.92922909137585,1.92315000592506,1.93819395441018
"u","10","C",595.938975342992,593.975661783815,598.79127897511
"u","10","D",299.916139313098,298.532666646397,301.069507688825
"u","2","C",0.335149969214648,0.333774316153634,0.336461030700992
"u","2","D",0.0422373725250308,0.0420615716210982,0.0424068614695747
"u","3","C",0.422106839195605,0.420363345509122,0.425031928949659
"u","3","D",0.0409602527671761,0.040826452079234,0.0411733721472779
"u","4","C",141.115930582101,140.66103609057,141.835165872549
"u","4","D",15.5682431352337,15.512996007084,15.6340802903657
"u","5","C",235.395335716242,234.60559047918,236.597601163896
"u","5","D",31.4165370919081,31.3026988990078,31.5500889682194
"u","6","C",264.427406991989,263.483097841265,265.967803640433
"u","6","D",47.0840379993228,46.9307909945013,47.2985919666394
"u","7","C",413.13890163451,411.133683729316,416.577375468562
"u","7","D",101.527082364248,101.165183026543,102.100352976147
"u","8","C",622.594954939715,618.589329840858,630.628742008658
"u","8","D",216.599432020356,215.671957363902,218.17933595609
"u","9","C",421.88310515595,418.8941166663,427.932517431442
"u","9","D",186.76088896855,185.880854547534,188.344951633351
"v","1","C",0.108660295485162,0.108284372131932,0.109266723383182
"v","1","D",0.00671277290639355,0.00669154331914668,0.00674342350673312
"v","10","C",23.7781438370627,23.697061352113,23.891422347112
"v","10","D",11.9385660431732,11.8830102943481,11.9841686228288
"v","2","C",11.4350943239949,11.3889512568028,11.469691531161
"v","2","D",0.918841946707476,0.915097064096183,0.921603904121047
"v","3","C",15.6223611801503,15.5646538388685,15.7202601509445
"v","3","D",1.50179735780804,1.49701998621873,1.50905164672518
"v","4","C",30.3082726303951,30.2067952150696,30.4516278398407
"v","4","D",3.31489474935074,3.3011832692871,3.32814779749987
"v","5","C",43.8162798857221,43.6761609500233,44.0293163099731
"v","5","D",5.79754596896849,5.7730723897431,5.82078799251456
"v","6","C",33.4518032692253,33.3369037741138,33.6299028016011
"v","6","D",5.89184235693971,5.87092748378629,5.91685183670676
"v","7","C",33.0491677725964,32.9031880527517,33.2991062319662
"v","7","D",8.06728676308399,8.0401381200734,8.10984612177024
"v","8","C",25.5144121348231,25.3595689681926,25.8244674859066
"v","8","D",8.84070193925482,8.80453678364652,8.90135155947831
"v","9","C",25.6857505865871,25.5132777239767,26.0306179698152
"v","9","D",11.3288360388672,11.2781393636783,11.4152320173124
"w","1","C",0.006882318051502,0.00654930282760031,0.00724142687885529
"w","1","D",0.000304516862562773,0.00018044034810986,0.000440039661811778
"w","10","C",1.47920016159612,1.4084539014678,1.55658616826971
"w","10","D",0.53209702885152,0.315577508338468,0.768777945732345
"w","2","C",9.22103338216113,8.76535580533399,9.71011599541513
"w","2","D",0.406126143208674,0.234340970629104,0.592738873762083
"w","3","C",11.730651912397,11.4950366931144,11.9835265033456
"w","3","D",0.998399112640562,0.860902853656187,1.14996890630773
"w","4","C",27.3991845188587,26.8585575577501,27.9708522971925
"w","4","D",2.66344191713386,2.31114527812223,3.04943818218139
"w","5","C",62.4028382257766,61.4382837144341,63.3883852240008
"w","5","D",7.55561149262329,6.81855436764059,8.37211010181381
"w","6","C",54.1710982740987,53.5920209009203,54.7684971740141
"w","6","D",8.97554983717966,8.39938732014881,9.61640461779086
"w","7","C",128.09218036403,127.46502044787,129.125585582724
"w","7","D",31.1563608900914,30.8805944481607,31.4669554669093
"w","8","C",128.775505128634,127.950717387841,130.409980546039
"w","8","D",44.5502682092866,44.2516369555928,44.9539535588809
"w","9","C",99.372855523215,98.6731636223323,100.77723519716
"w","9","D",43.7604367898879,43.4890998599381,44.1616956088815
