"sample","dose","age_group","compartment","value"
"1","b","1","C",1.6761841478551e-16
"1","b","1","D",0.000000000000888798834079393
"1","b","10","C",15.5225120631264
"1","b","10","D",2.1319949549364
"1","b","2","C",2.65794254678585e-16
"1","b","2","D",0.000000000000414243753114284
"1","b","3","C",0.00684519650280478
"1","b","3","D",0.00018453107018704
"1","b","4","C",0.35879960291745
"1","b","4","D",0.0139953123347529
"1","b","5","C",1.25952425740195
"1","b","5","D",0.0499133590656569
"1","b","6","C",2.2347956520335
"1","b","6","D",0.111859350160484
"1","b","7","C",5.74763755110487
"1","b","7","D",0.378181035694441
"1","b","8","C",34.1883206026001
"1","b","8","D",3.12606620487117
"1","b","9","C",31.1240978763698
"1","b","9","D",3.58941514150745
"1","u","1","C",12.1538284243213
"1","u","1","D",0.697514678362195
"1","u","10","C",2.00269478734241
"1","u","10","D",0.931015020627298
"1","u","2","C",0.739239170888379
"1","u","2","D",0.0787082232196678
"1","u","3","C",5.56701901617203
"1","u","3","D",0.51459421548762
"1","u","4","C",27.4670814110267
"1","u","4","D",2.85475813371511
"1","u","5","C",68.4203026559797
"1","u","5","D",8.49476131997772
"1","u","6","C",50.5564309036278
"1","u","6","D",8.3026292958693
"1","u","7","C",47.6067302198285
"1","u","7","D",10.6206370031442
"1","u","8","C",9.36532783521812
"1","u","8","D",2.93136947186521
"1","u","9","C",8.44307130757855
"1","u","9","D",3.38840662449093
"1","v","1","C",0.00142139328142789
"1","v","1","D",0.0000813149958259065
"1","v","10","C",15.7499603501156
"1","v","10","D",7.31188285210725
"1","v","2","C",5.03445281144055
"1","v","2","D",0.391572538942902
"1","v","3","C",2.93279880441607
"1","v","3","D",0.267780727685991
"1","v","4","C",16.9071038628259
"1","v","4","D",1.74977287155109
"1","v","5","C",24.1817663853688
"1","v","5","D",2.98866755331309
"1","v","6","C",23.9577670563627
"1","v","6","D",3.91087009891401
"1","v","7","C",35.8287009197714
"1","v","7","D",7.92798175253329
"1","v","8","C",32.9934316125808
"1","v","8","D",10.2651547046288
"1","v","9","C",22.8356480618748
"1","v","9","D",9.11415660165352
"1","w","1","C",2.92671922487911e-15
"1","w","1","D",0.0000000000104796384682409
"1","w","10","C",61.0973239791165
"1","w","10","D",28.1364069143256
"1","w","2","C",2.7743828175447
"1","w","2","D",0.0776085533161552
"1","w","3","C",3.42423879441177
"1","w","3","D",0.187936171109191
"1","w","4","C",15.2542020862624
