"dose","age_group","compartment","mean","q025","q975"
"b","1","C",1.41143484416517e-16,9.6270271459901e-17,2.07342294530727e-16
"b","1","D",0.000000000000088108508985121,0.0000000000000339094532616489,0.000000000000173977807992131
"b","10","C",565.106742817613,470.364149298502,667.523259775126
"b","10","D",101.908980227687,41.9608361009146,187.624551335836
"b","2","C",0.000557009261314215,0.000459208800173725,0.000667642656534373
"b","2","D",0.0000145644834426597,0.00000594516452435372,0.0000269386698512267
"b","3","C",0.134107025224836,0.110509449888511,0.160890553414797
"b","3","D",0.00467828083333707,0.00190774888858895,0.00861338845709444
"b","4","C",20.7480109836238,17.2284486983031,24.6847850208078
"b","4","D",0.839434705330993,0.342774445566777,1.55154236727448
"b","5","C",86.674432533878,71.9050653750086,103.148932622081
"b","5","D",4.1631067662418,1.70290897589667,7.68738423603254
"b","6","C",153.61382928567,127.379887831818,182.932667777955
"b","6","D",9.76421257691612,3.99426510272291,18.0270385095903
"b","7","C",414.82870554999,343.100649422163,494.998858137767
"b","7","D",35.8624543861736,14.655456282334,66.2800131703582
"b","8","C",1056.27157444147,872.709759622547,1261.42848121972
"b","8","D",128.166281336,52.3582121855461,236.983889515177
"b","9","C",1001.14018764632,828.353250884569,1193.8281849744
"b","9","D",153.269601709644,62.6856490062837,283.058915994662
"u","1","C",153.568985156343,151.394457849594,158.339836561541
"u","1","D",10.4485692974369,10.3274407467188,10.7146441182821
"u","10","C",83.3649851651732,82.8049072891712,84.3897094223646
"u","10","D",46.4899302979984,46.2317149758206,46.8994359503774
"u","2","C",233.685913733343,229.803938770324,242.591337389509
"u","2","D",18.6269679505663,18.3715059507473,19.1942840353683
"u","3","C",58.7914966712653,57.6482506106648,61.5024083400479
"u","3","D",6.21714128058374,6.11633286996386,6.44610979475456
"u","4","C",388.578535770024,384.622691232497,397.274352262813
"u","4","D",47.2428041826022,46.859949358341,48.066716346437
"u","5","C",539.513385461803,533.768750319887,552.143422127554
"u","5","D",79.6183070097802,78.9415061775922,81.112952632444
"u","6","C",494.34402324694,488.811277181974,506.487569845413
"u","6","D",97.2152084378813,96.3604523372774,99.0991342787391
"u","7","C",348.954772629102,344.464950364618,358.773247691851
"u","7","D",93.6328211830539,92.6999681462824,95.7069007771364
"u","8","C",75.1311099452826,74.1142763287185,77.3598125151449
"u","8","D",28.3133602312814,28.0210428217599,28.9687695581019
"u","9","C",127.859093709218,126.293619629944,131.302551938378
"u","9","D",60.9629090748225,60.3969414376626,62.2181536071582
"v","1","C",0.00210605100713043,0.00207982174177862,0.00216362966786485
"v","1","D",0.000143127086936959,0.00014168041456765,0.000146328964066546
"v","10","C",244.539921505329,242.894008672263,247.552156290412
"v","10","D",135.581712326635,134.826063668328,136.789501503603
"v","2","C",1.51520189286665,1.49297790405122,1.56491108758476
"v","2","D",0.120737475178107,0.119291322627913,0.123939825718496
"v","3","C",38.2478548633471,37.6126350021824,39.7108884765544
"v","3","D",4.049566756605,3.99440454359469,4.17227024816232
"v","4","C",201.620823208655,199.766391692219,205.659596673218
"v","4","D",24.432057967374,24.2539307326576,24.7879294491691
"v","5","C",289.965732300429,287.227176352802,296.060822759103
"v","5","D",42.6508905318847,42.3298371543505,43.3059325573923
"v","6","C",233.430914358187,231.131735406376,238.513541127203
"v","6","D",45.7413276601433,45.3884199888963,46.4886194102066
"v","7","C",296.106234580926,292.7976412956,303.37315526626
"v","7","D",79.2014373103165,78.520950787432,80.699986313849
"v","8","C",273.895219752728,270.516241702478,281.323384496352
"v","8","D",102.99897865865,102.03229805038,105.131440575743
"v","9","C",196.504757388132,194.262562173531,201.453295698296
"v","9","D",93.4742282567933,92.6642957493335,95.2467305426998
"w","1","C",0.000267063192578591,0.000253318358230494,0.000282369245540344
"w","1","D",0.0000129678642443927,0.00000742100191769808,0.0000190551422590679
"w","10","C",688.621024326071,683.953827422402,697.152299109811
"w","10","D",380.091080040527,377.036855477031,384.078939458132
"w","2","C",0.00966312353664888,0.00916897463876149,0.0102245377771205
"w","2","D",0.000561987114554191,0.000338117917269454,0.000806994665022731
"w","3","C",41.4406877602757,39.1664592376249,44.0510387537617
"w","3","D",3.14186351496793,1.79740094298666,4.6112070345619
"w","4","C",371.372548427191,360.369425790561,383.426988703182
"w","4","D",38.162071195031,30.8921791360569,46.1767632780033
"w","5","C",642.10223767046,626.261867668122,660.403151240231
"w","5","D",83.0727467001385,70.9678552470702,96.4007240285968
"w","6","C",677.841024112346,660.225815588453,698.208302590939
"w","6","D",115.821099245254,97.780442382468,135.698243316653
"w","7","C",1018.56047713909,993.137926855772,1048.41723178766
"w","7","D",240.264518607487,206.066562210831,277.971807281957
"w","8","C",1281.56650517661,1265.07596158642,1317.77341416326
"w","8","D",475.679624671011,466.88851585515,488.374239136571
"w","9","C",1061.59674008655,1048.87458689197,1088.91373842268
"w","9","D",502.424301532916,496.546614287239,512.931635017521
