"sample","dose","age_group","compartment","value"
"1","b","1","C",3.13388215712944e-15
"1","b","1","D",0.00000000000276606391532034
"1","b","10","C",1006.82040966677
"1","b","10","D",165.116248162602
"1","b","2","C",0.000150712435721779
"1","b","2","D",0.00000417512571195826
"1","b","3","C",0.363591308693903
"1","b","3","D",0.0116296735625877
"1","b","4","C",34.3943959415403
"1","b","4","D",1.49579132564516
"1","b","5","C",120.326335886445
"1","b","5","D",5.50016058021941
"1","b","6","C",206.275964878271
"1","b","6","D",12.0947609511283
"1","b","7","C",677.472051551352
"1","b","7","D",53.0562536277099
"1","b","8","C",1814.49875775555
"1","b","8","D",199.3709737201
"1","b","9","C",1870.3283016118
"1","b","9","D",259.896850001676
"1","u","1","C",274.155360801163
"1","u","1","D",18.8382435439942
"1","u","10","C",90.1316669293034
"1","u","10","D",49.8810404622504
"1","u","2","C",242.078732871908
"1","u","2","D",20.0614291768729
"1","u","3","C",74.9470980098128
"1","u","3","D",8.177679421318
"1","u","4","C",332.137083467561
"1","u","4","D",41.177358437687
"1","u","5","C",751.617759838701
"1","u","5","D",111.719334479015
"1","u","6","C",764.709864669356
"1","u","6","D",151.33637333288
"1","u","7","C",646.341620664107
"1","u","7","D",174.662687907165
"1","u","8","C",146.923495847141
"1","u","8","D",55.7061925742131
"1","u","9","C",117.273344493786
"1","u","9","D",55.9809336681934
"1","v","1","C",0.0029938890058295
"1","v","1","D",0.000204673761404004
"1","v","10","C",322.384107026632
"1","v","10","D",178.039409602303
"1","v","2","C",72.5581185188522
"1","v","2","D",5.69771343924922
"1","v","3","C",68.1249639745478
"1","v","3","D",7.400433094308
"1","v","4","C",432.966216827617
"1","v","4","D",53.4654295964368
"1","v","5","C",628.295332845531
"1","v","5","D",92.913681588032
"1","v","6","C",500.453206821424
"1","v","6","D",98.4275815084695
"1","v","7","C",523.14272448272
"1","v","7","D",140.3202289077
"1","v","8","C",419.544652966267
"1","v","8","D",158.088899598962
"1","v","9","C",290.145573702637
"1","v","9","D",138.12749849835
"1","w","1","C",0.000549643997498701
"1","w","1","D",0.0000253601900775606
"1","w","10","C",1408.58004871177
"1","w","10","D",775.075617855439
"1","w","2","C",2.8832001050961
"1","w","2","D",0.0878354902187156
"1","w","3","C",62.4187304070387
"1","w","3","D",4.08206305060926
"1","w","4","C",723.080303947686
"1","w","4","D",72.8093627721984
"1","w","5","C",1317.7631885053
"1","w","5","D",158.756700367892
"1","w","6","C",1333.7671253348
"1","w","6","D",213.866838605889
"1","w","7","C",1875.95947456664
"1","w","7","D",431.711175261446
"1","w","8","C",2072.35310343297
"1","w","8","D",769.676770423477
"1","w","9","C",1749.30030937934
"1","w","9","D",828.658019209839
"2","b","1","C",6.5339730343348e-15
"2","b","1","D",0.00000000000348628501434423
"2","b","10","C",1082.38019389262
"2","b","10","D",111.395578559439
"2","b","2","C",0.000164956179158278
"2","b","2","D",0.00000282692023308333
"2","b","3","C",0.400267755256691
"2","b","3","D",0.00802575663368212
"2","b","4","C",37.2904489708278
"2","b","4","D",1.0028208031169
"2","b","5","C",130.187203999268
"2","b","5","D",3.71701109348071
