RO,AC,AM,RR,PA,AP,TO,MA,PI,CE,RN,PB,PE,AL,SE,BA,MG,ES,RJ,SP,PR,SC,RS,MS,MT,GO,DF
0.009277063049724695,0.005864799470042104,0.027543504163533402,0.0037386507121141537,0.050843032599116704,0.005493060537866901,0.008673218175667517,0.04131220362683933,0.016511720193180975,0.04445140368000545,0.01690861892337044,0.01912483936932086,0.04858492128390683,0.018145191886284013,0.011808082344013555,0.07177341801426566,0.09042264192831148,0.01910747638661086,0.07403683738577994,0.20537947007729568,0.052050537634649036,0.0312455720626925,0.04687192596338622,0.014457424629659295,0.01829136759066673,0.03487426045821495,0.013208757853480751
